LUMO values,NdValence dev,gllbsc_gap,NValence mean,Eneg dev,Periodic nature,GS dev,MeltT dev,MeltT mean,Spg dev,GS mean,Number dev,Weight dev,HOMO_energy,Mendeleev dev,CovRad dev
-0.338381,0.0,9.29003089908,4.8,0.8783999999999998,102.24,3.5400000000000005,421.7616,406.268,102.24,12.055,2.4,5.271426528000001,-0.338381,6.719999999999999,26.4
-0.338381,1.7600000000000002,7.17326004372,5.8,0.9888,91.08,9.9924,516.144,484.92,91.08,17.432,16.840000000000003,41.8450476,-0.338381,22.9,49.32
-0.153293,0.0,1.05190007519,3.2,0.8016,68.32,11.0388,385.024,1017.36,68.32,28.571,4.32,8.657064,-0.153293,36.24,42.0
-0.338381,0.36,4.57959943141,4.8,0.8699999999999999,84.84,10.0858,890.1360000000001,796.58,84.84,14.9255,10.16,24.926304,-0.338381,18.32,37.440000000000005
-0.338381,1.8,6.29199881256,5.8,0.7691999999999999,74.28,6.229,736.6272000000001,645.288,74.28,12.515,7.6,18.529332,-0.338381,6.719999999999999,22.24
-0.338381,0.0,8.59369116987,3.555555555555556,1.1239506172839506,106.96296296296296,4.077860082291357,318.7911111111111,413.44,106.96296296296296,13.692592592577777,3.0617283950617287,5.6669728395061725,-0.338381,41.58024691358025,28.938271604938272
-0.261676,0.0,5.44958316535,4.0,0.8174999999999999,86.34375,4.37905691964375,72.586875,331.22375,86.34375,24.5957328868875,2.75,5.275006769999999,-0.261676,39.75,32.0625
-0.338381,2.777777777777778,6.73953187418,7.0,0.7644444444444444,60.16666666666666,15.844444444444449,307.64444444444445,285.53333333333336,60.16666666666666,20.988333333333333,16.444444444444446,40.95293333333333,-0.338381,21.777777777777786,45.11111111111111
-0.298706,4.6875,1.64599916733,7.75,0.8625,99.625,13.547812500006248,504.1284375,514.44875,99.625,20.5452083333375,15.0625,35.750071875,-0.298706,19.71875,43.5
-0.338381,5.0,2.44005584084,16.0,0.72,77.0,8.06629310345,89.75999999999999,144.56,77.0,17.17129310345,36.0,92.2953,-0.338381,8.0,33.0
-0.338381,3.2,6.31725068885,7.2,0.7248,58.08,7.343999999999999,313.776,316.28000000000003,58.08,15.225,8.0,19.482944,-0.338381,6.240000000000004,30.96
-0.338381,0.8925619834710744,4.77697927763,7.636363636363637,1.0251239669421488,99.50413223140497,12.829586776859504,978.9355371900826,823.9636363636364,99.50413223140497,18.948636363636364,21.98347107438017,54.74325818181818,-0.338381,27.305785123966945,53.91735537190082
-0.298706,4.958677685950414,2.16822752034,12.727272727272728,0.7160330578512397,82.21487603305785,7.743248788829752,284.04743801652893,288.2245454545455,82.21487603305785,16.202978056427273,29.553719008264466,74.51912727272726,-0.298706,7.966942148760331,34.71074380165289
-0.338381,0.64,6.13328654927,6.2,1.1111999999999995,99.96,17.971300000000003,824.376,741.78,99.96,23.2295,23.04,57.66121559999999,-0.338381,32.4,63.120000000000005
-0.338381,0.9,3.25994548139,6.2,1.0776,99.0,13.918466666668,731.3106,634.1490000000001,99.0,19.43383333333,18.08,44.426336,-0.338381,33.239999999999995,48.6
-0.338381,0.6942148760330579,7.66763509551,7.636363636363637,1.036694214876033,84.23140495867769,9.461570247933883,830.6049586776859,707.4181818181819,84.23140495867769,16.53909090909091,26.14876033057851,66.04220462809919,-0.338381,26.84297520661157,57.85123966942149
-0.338381,2.777777777777778,5.71025509372,7.0,0.6711111111111109,50.44444444444444,6.8,290.5333333333333,272.7,50.44444444444444,14.205,7.0,17.02763333333333,-0.338381,5.388888888888886,28.666666666666668
-0.338381,0.0,8.12314062355,4.0,1.065,91.0,6.8925,434.1,488.9,91.0,15.9975,2.0,4.1528,-0.338381,9.5,37.5
-0.298706,3.3599999999999994,3.07536100723,6.8,0.8039999999999999,103.2,3.911999999999999,930.0792,829.866,103.2,12.365,17.28,40.5061872,-0.298706,14.88,42.48
-0.338381,0.0,9.36147025455,4.666666666666667,0.9109722222222222,98.29166666666669,9.745625000000002,701.9444444444443,656.4666666666667,98.29166666666669,15.332083333333337,7.833333333333333,18.769743166666665,-0.338381,13.999999999999998,29.069444444444446
-0.273634,4.0,1.08860761966,12.0,0.5155555555555557,94.66666666666669,2.628888888888889,882.9333333333334,717.0,94.66666666666669,11.076666666666668,31.111111111111114,79.59315555555555,-0.273634,10.666666666666666,31.11111111111111
-0.338381,1.78,6.59613802653,5.8,1.0308,91.44,16.315800000000003,550.0296000000001,513.158,91.44,22.7015,16.080000000000002,38.62899,-0.338381,32.5,54.6
-0.338381,2.777777777777778,5.57978223518,6.666666666666667,0.8740277777777777,92.45833333333331,11.80979166666667,427.82638888888886,421.5083333333334,92.45833333333331,18.617083333333337,16.333333333333332,40.69092178333334,-0.338381,13.083333333333336,39.375
-0.261676,0.4800000000000001,5.62649630883,4.8,0.9280000000000002,78.08,10.1123,783.8464,819.192,78.08,21.745375000000003,13.6,32.4246,-0.261676,36.16,53.28
-0.338381,0.0,2.11251709215,6.0,0.0,0.0,0.0,0.0,54.8,0.0,9.105,0.0,0.0,-0.338381,0.0,0.0
-0.338381,0.64,6.10674884473,6.2,1.1256,99.96,18.605850000000004,751.6560000000001,681.1800000000001,99.96,23.68275,25.2,63.66116999999999,-0.338381,32.279999999999994,65.16
-0.338381,0.5555555555555556,5.91155840763,4.0,1.1900000000000002,102.66666666666669,27.60240740742222,492.6411111111111,463.07666666666665,102.66666666666669,31.703055555566664,6.0,13.0109,-0.338381,35.333333333333336,61.333333333333336
-0.338381,2.074074074074074,6.05565719218,5.555555555555555,1.0185185185185184,102.34567901234568,4.501440329209876,486.5195061728395,481.5311111111112,102.34567901234568,13.15629629628889,7.061728395061729,16.19237037037037,-0.338381,31.407407407407405,33.58024691358025
-0.338381,1.527777777777778,5.80361301482,5.666666666666667,0.6883333333333334,72.43055555555556,3.801527777777777,994.1844444444444,856.7233333333334,72.43055555555556,10.475833333333332,6.583333333333333,15.980141666666665,-0.338381,6.513888888888888,14.09722222222222
-0.338381,0.0,4.85130534027,4.0,1.275,108.5,27.2425,472.6,527.4,108.5,36.3475,24.0,60.6638,-0.338381,39.0,74.5
-0.338381,3.04,5.09871907728,6.8,0.876,87.35999999999999,4.314,582.1488,539.9240000000001,87.35999999999999,12.7,12.960000000000004,30.787008000000004,-0.338381,14.64,41.28
-0.185623,4.081632653061225,2.22360073419,6.285714285714286,0.7412244897959183,54.04081632653061,6.707755102040819,242.3983673469388,903.1942857142856,54.04081632653061,31.900714285714287,13.632653061224488,35.30519183673469,-0.185623,38.53061224489796,30.04081632653061
-0.338381,0.0,9.86335126786,4.0,1.07875,102.65625,4.491279761887499,182.39625,237.19625,102.65625,13.5962797618875,3.0,5.6499714375,-0.338381,39.9375,28.375
-0.338381,2.4489795918367347,5.89803535988,4.857142857142857,1.1620408163265306,99.91836734693878,38.781734693877546,125.03142857142856,200.67,99.91836734693878,45.47714285714286,13.46938775510204,32.097404081632654,-0.338381,39.06122448979592,68.57142857142857
-0.273634,4.396694214876033,1.33236140957,13.090909090909092,0.6895867768595042,91.40495867768595,5.488925619834711,580.5487603305785,510.9454545454546,91.40495867768595,13.417727272727271,33.09090909090909,85.03403305785125,-0.273634,8.099173553719007,34.4793388429752
-0.338381,3.239669421487604,1.90187132992,9.454545454545457,0.75900826446281,85.8512396694215,5.833160444571901,790.0085950413223,577.4763636363637,85.8512396694215,13.688197492163637,24.297520661157023,60.51183669421487,-0.338381,12.958677685950414,37.950413223140494
-0.338381,3.2,6.72184139324,6.8,0.9552,103.2,16.4124,504.432,475.16,103.2,22.782,17.28,42.712368,-0.338381,24.32,48.72
-0.202272,4.8,3.33546358879,7.2,0.8911999999999999,102.24,14.125600000000002,576.1824,775.028,102.24,18.916000000000004,11.52,26.674208,-0.202272,21.6,41.760000000000005
-0.338381,0.0,4.89169575684,2.6666666666666665,1.1644444444444444,96.44444444444446,36.27444444444445,114.51555555555557,226.5733333333333,96.44444444444446,63.51666666666666,12.888888888888893,30.87484444444444,-0.338381,36.888888888888886,68.44444444444444
-0.338381,4.8979591836734695,2.235869703,12.857142857142858,0.703673469387755,85.0612244897959,7.537171006334694,268.5942857142857,271.32,85.0612244897959,15.700024630542858,27.428571428571427,70.71937959183673,-0.338381,6.530612244897958,30.36734693877551
-0.338381,0.8925619834710744,4.12025614596,7.636363636363637,1.0135537190082644,99.50413223140497,8.719338842975207,993.9768595041322,835.7818181818183,99.50413223140497,15.95590909090909,18.545454545454547,47.48360727272728,-0.338381,27.53719008264463,49.5206611570248
-0.338381,0.0,7.91176234902,4.0,1.12,107.5,39.075625,298.65250000000003,336.165,107.5,37.61375,17.0,42.4670021375,-0.338381,29.0,59.875
-0.338381,0.0,7.06160730205,4.0,1.1125,107.5,29.684687499999995,297.29375000000005,338.8825,107.5,31.353125,10.25,24.677882675,-0.338381,29.375,52.25
-0.239422,4.244897959183674,1.9595997496,7.714285714285714,0.6644897959183674,99.265306122449,3.177142857142857,846.6595918367348,755.3457142857143,99.265306122449,11.885000000000002,18.612244897959183,44.11817142857143,-0.239422,11.918367346938776,37.55102040816327
-0.239422,3.0,2.58794543406,5.5,0.905,107.5,3.005833333325,768.46375,700.0725,107.5,12.110833333325,14.5,33.7220875,-0.239422,28.75,34.5
-0.202272,4.5,1.79525996737,8.0,0.675,106.5,1.625,871.2925,926.0925,106.5,10.73,14.5,33.613175,-0.202272,12.75,35.5
-0.338381,2.603550295857988,7.26310783917,6.461538461538462,0.8359763313609468,72.40236686390533,8.265088757396448,486.4773964497041,420.6323076923076,72.40236686390533,15.820384615384617,8.568047337278106,20.33327100591716,-0.338381,11.786982248520712,31.337278106508872
-0.338381,0.8333333333333334,6.32321945061,7.666666666666667,0.8377777777777776,95.55555555555554,3.642222222222223,914.1933333333332,740.445,95.55555555555554,11.836666666666668,17.77777777777778,45.2089034111111,-0.338381,11.777777777777777,35.333333333333336
-0.338381,0.0,8.90459565592,4.666666666666667,0.9945833333333334,81.70833333333333,24.9228968254,197.8977777777778,224.42666666666665,81.70833333333333,28.712539682533333,10.416666666666666,25.071811499999995,-0.338381,30.291666666666668,51.208333333333336
-0.338381,0.0,9.00497869776,4.666666666666667,1.0004166666666665,81.70833333333333,31.183521825400003,195.78416666666664,222.615,81.70833333333333,32.88628968253334,14.916666666666666,36.931224475,-0.338381,30.041666666666668,57.208333333333336
-0.338381,2.1875,7.14069873189,5.25,1.12,100.625,29.321666666668747,243.67625,298.47624999999994,100.625,32.0791666666625,13.4375,31.76469375,-0.338381,39.09375,52.875
-0.338381,0.0,9.22140182364,4.923076923076923,0.8416568047337277,65.32544378698225,6.464897154120711,296.2934911242604,295.53846153846155,65.32544378698225,14.357728937723078,2.4615384615384617,5.194369136094675,-0.338381,6.461538461538462,29.065088757396445
-0.338381,2.467120181405896,7.13891867365,7.333333333333333,1.0127891156462585,101.82312925170068,8.078548752827212,578.8380952380952,513.6800000000001,101.82312925170068,16.17373015872381,14.240362811791382,35.27728169795918,-0.338381,28.19047619047619,42.44897959183673
-0.338381,0.3950617283950617,7.30167283638,3.555555555555556,1.1792592592592592,103.70370370370372,9.195720164592592,341.3659259259259,404.8533333333333,103.70370370370372,18.89814814813333,2.567901234567901,5.90904465382716,-0.338381,37.92592592592593,48.79012345679012
-0.338381,0.0,11.3771378741,5.333333333333333,0.9666666666666668,87.66666666666667,29.71986111111111,1033.2283333333337,723.315,87.66666666666667,26.605416666666667,13.0,32.19566388333333,-0.338381,23.222222222222214,50.388888888888886
-0.266297,0.4115226337448559,5.96200604795,3.703703703703704,0.9096296296296296,24.54320987654321,1.1660082304395047,408.40471879286696,533.2681481481482,24.54320987654321,15.888456790103705,9.39917695473251,23.509399176954734,-0.266297,36.34567901234568,27.654320987654323
-0.338381,0.0,6.3783592099,3.4285714285714284,1.186530612244898,105.79591836734694,39.07285714285714,202.2428571428571,290.75,105.79591836734694,45.1375,13.591836734693876,32.68058711020408,-0.338381,38.93877551020408,68.6938775510204
-0.338381,1.02,3.81779755209,4.8,0.9708,96.6,15.9700250000085,929.27025,730.6595,96.6,19.873250000005,9.419999999999998,21.31253880000001,-0.338381,25.14,48.27
-0.286883,0.831758034026465,6.32897532997,4.956521739130435,1.0017391304347825,102.9867674858223,8.712589792058223,461.8834026465028,497.4382608695652,102.9867674858223,17.129710144926086,5.693761814744802,12.903613769376182,-0.286883,21.76181474480152,100000.0
-0.338381,0.0,9.27439762231,4.571428571428571,0.9420408163265304,82.24489795918369,25.62080660835918,347.8330612244898,342.58428571428567,82.24489795918369,26.092176870742858,11.387755102040815,28.304047648979594,-0.338381,20.489795918367346,42.24489795918368
-0.338381,0.0,8.88114551718,5.5,0.612734375,21.640625,5.813324032724999,164.8453125,174.6875,21.640625,13.3328720238,2.75,5.8611994375,-0.338381,3.0078125,20.5390625
-0.338381,1.171875,8.16830634625,6.125,0.583515625,21.640625,5.045902157725,145.0521875,160.29250000000002,21.640625,12.7747470238,4.296875,9.39108225,-0.338381,2.921875,18.90625
-0.202272,1.0493827160493825,2.01018708905,4.888888888888889,0.9864197530864198,102.59259259259258,18.772016460906173,839.6891358024691,778.0811111111111,102.59259259259258,21.35296296296111,17.370370370370367,43.28592592592592,-0.202272,30.61111111111111,52.888888888888886
-0.28502,5.0,4.92196468061,15.0,0.8399999999999999,87.5,8.310625,325.225,380.025,87.5,17.415625,31.875,82.780996875,-0.28502,4.875,36.25
-0.338381,0.65625,6.30131783356,6.75,0.9703125,100.46875,7.039843750000001,808.4484375,701.55875,100.46875,14.736875,14.125,34.98683191875,-0.338381,21.4375,42.03125
-0.338381,4.8,5.93545520455,9.6,0.6047999999999999,73.92,6.2736,496.896,468.88,73.92,14.333000000000002,12.0,28.282656,-0.338381,1.4400000000000006,25.44
-0.338381,0.0,9.07786505769,4.666666666666667,0.8701388888888889,92.06944444444446,7.645416666666666,713.5080555555555,666.3783333333334,92.06944444444446,13.7725,5.25,12.130476316666668,-0.338381,13.319444444444445,28.375
-0.338381,1.6326530612244896,4.05586187182,5.714285714285714,0.7510204081632653,88.57142857142857,3.7040816326530615,1100.0816326530614,824.8571428571429,88.57142857142857,11.697857142857144,13.46938775510204,31.39060408163265,-0.338381,16.3265306122449,40.0
-0.338381,0.0,9.00409513168,4.0,0.9689999999999998,92.4,6.647466666656001,814.8956000000001,727.174,92.4,12.62466666666,1.7600000000000002,3.269806833600001,-0.338381,25.2,30.04
-0.338381,3.75,4.82605413672,8.0,0.6109375,39.6875,7.40859375,272.90625,273.125,39.6875,15.031875,9.5,23.091124999999995,-0.338381,4.28125,28.59375
-0.338381,0.0,9.17457992776,5.090909090909091,0.7914049586776859,64.62809917355372,6.299283746543802,198.97818181818184,211.14,64.62809917355372,14.054437229427275,2.5454545454545454,5.544605341487604,-0.338381,14.462809917355374,27.421487603305785
-0.338381,0.2076124567474048,7.88115317269,5.647058823529412,0.5597231833910035,44.67820069204152,6.3367993079584775,375.2869204152249,320.62823529411764,44.67820069204152,13.593566176470588,4.152249134948097,8.811888498269894,-0.338381,15.820069204152247,26.989619377162636
-0.338381,0.0,10.0215479754,4.363636363636363,0.851900826446281,85.73553719008265,1.9314772727194207,960.3690495867768,838.8486363636363,85.73553719008265,9.511249999995457,1.7851239669421488,3.1484628099173557,-0.338381,18.954545454545453,15.47107438016529
-0.338381,0.7346938775510204,5.07234314445,6.9523809523809526,0.9881179138321996,102.11337868480726,14.99748299320544,921.9684807256236,712.6661904761904,102.11337868480726,20.61547619048095,15.306122448979592,39.12386040816327,-0.338381,24.612244897959187,47.93197278911565
-0.338381,2.75,7.13775139288,6.333333333333333,0.992638888888889,101.30555555555554,16.614629629638888,524.8225000000001,467.2883333333334,101.30555555555554,23.26277777778333,9.916666666666666,22.81840555555556,-0.338381,25.70833333333333,47.73611111111111
-0.298706,5.0,3.2763825992,9.333333333333334,0.6516666666666667,94.44444444444446,5.2108333333333325,475.7022222222223,521.3766666666667,94.44444444444446,14.315833333333332,17.333333333333332,41.11636666666666,-0.298706,10.0,35.333333333333336
-0.338381,0.4897959183673469,5.68452680248,5.714285714285714,1.0844897959183677,80.44897959183673,12.93530612244898,578.2612244897958,458.54285714285714,80.44897959183673,18.31642857142857,12.326530612244897,30.285060179591834,-0.338381,26.857142857142858,52.53061224489796
-0.338381,2.4489795918367347,6.08581657103,6.0,0.933877551020408,104.9795918367347,4.6960544217632645,397.4138775510205,402.5371428571429,104.9795918367347,13.214047619042857,6.326530612244897,14.54002012244898,-0.338381,20.16326530612245,27.918367346938776
-0.338381,0.18,8.265194809,4.8,0.9264,76.875,7.62424285713,315.30825000000004,317.50550000000004,76.875,15.458535714275,3.3600000000000003,7.4284330704,-0.338381,30.225,37.86
-0.338381,0.0,9.15039566769,4.307692307692308,0.8979881656804733,86.98224852071007,21.43248520710059,952.5907692307692,800.0400000000001,86.98224852071007,21.06692307692308,7.834319526627218,18.577656804733728,-0.338381,20.18934911242604,38.39053254437869
-0.338381,0.0,6.93446547641,4.878048780487805,0.9668530636525876,80.30933967876264,18.985425979437,328.6636525877454,331.8868292682927,80.30933967876264,24.771422038321955,17.108863771564547,43.48892121356335,-0.338381,28.494943486020222,51.56454491374182
-0.338381,2.106139438085328,4.0582451872,6.193548387096774,0.8225182101977108,88.10822060353799,9.384953173774402,847.7496774193548,680.52,88.10822060353799,16.031989247309678,16.695109261186264,40.52708403746098,-0.338381,19.055150884495315,45.015608740894905
-0.338381,2.4489795918367347,4.78674018775,6.571428571428571,0.948673469387755,85.5,19.723928571422448,383.0804081632653,352.75142857142856,85.5,24.44583333332857,21.3061224489796,53.9250612244898,-0.338381,26.44897959183674,54.275510204081634
-0.338381,0.1326530612244897,7.78023129236,4.571428571428571,1.0155102040816326,85.81632653061226,20.3252405247949,255.4604081632653,278.3278571428572,85.81632653061226,25.681105442178573,4.8979591836734695,10.465464163265308,-0.338381,33.142857142857146,49.204081632653065
-0.338381,0.9795918367346936,4.04988362085,4.9523809523809526,0.9704308390022676,102.11337868480726,14.995034013613605,804.4174603174603,635.5233333333333,102.11337868480726,20.62404761905238,8.653061224489797,19.751616326530613,-0.338381,24.816326530612244,46.870748299319736
-0.338381,0.5555555555555556,9.14382286031,5.777777777777778,1.128456790123457,77.53086419753087,16.267993827160492,566.6348148148148,428.0955555555556,77.53086419753087,20.92361111111111,11.987654320987652,28.14813338271605,-0.338381,25.89506172839506,54.29012345679012
-0.338381,2.975206611570248,5.59801042731,7.090909090909091,0.6733884297520661,38.446280991735534,6.622865013765289,147.5090909090909,170.7,38.446280991735534,14.308679653672728,11.735537190082646,28.410534743801648,-0.338381,3.7024793388429744,27.074380165289256
-0.338381,1.382716049382716,5.65994132095,5.333333333333333,0.9066666666666668,95.85185185185186,6.935555555555555,955.6444444444444,771.5333333333333,95.85185185185186,14.306666666666665,11.555555555555555,26.35445333333333,-0.338381,23.703703703703702,45.333333333333336
-0.338381,1.9753086419753088,7.24872824788,4.666666666666667,1.1214814814814815,106.76543209876544,8.512376543210495,264.5878395061728,349.46888888888884,106.76543209876544,17.78652777776389,7.308641975308642,17.108287761882718,-0.338381,41.46296296296296,35.50617283950617
-0.149882,3.2,1.00993713434,5.2,0.828,68.16,10.423200000000003,346.976,922.24,68.16,29.084,4.8,12.346128,-0.149882,36.48,39.84
-0.338381,0.3305785123966941,7.88395744579,3.393939393939394,1.1829935720844809,103.30945821854912,7.793333333341047,329.2674747474748,429.5733333333333,103.30945821854912,17.441666666654545,6.710743801652894,15.145074012855831,-0.338381,39.04499540863177,37.770431588613405
-0.338381,0.0,8.56210431892,3.555555555555556,1.131604938271605,106.96296296296296,6.986959876543828,319.4686419753086,402.61527777777775,106.96296296296296,16.80590277776389,3.419753086419753,7.338820709135803,-0.338381,41.39506172839506,34.02469135802469
-0.261676,3.75,3.81189989132,7.166666666666667,0.5895833333333333,77.1388888888889,11.447326388888891,331.7161111111111,625.0366666666666,77.1388888888889,29.24802083333334,12.805555555555555,32.711819444444444,-0.261676,21.33333333333333,30.33333333333333
-0.338381,0.5555555555555556,9.99350686054,8.11111111111111,1.135679012345679,77.53086419753087,16.028456790123457,671.6348148148148,491.0955555555555,77.53086419753087,20.757777777777772,19.69135802469136,49.156614864197536,-0.338381,25.654320987654323,54.29012345679012
-0.338381,2.1875,6.74541410979,5.25,1.03125,103.875,3.895833333325,383.4825,438.2825,103.875,13.000833333325,5.875,12.657306249999998,-0.338381,30.5625,28.125
-0.28502,2.08641975308642,7.08935192289,8.666666666666666,1.0000617283950617,71.91358024691358,6.026481481481482,583.395061728395,457.4888888888888,71.91358024691358,13.833333333333334,19.049382716049383,47.23333708641975,-0.28502,14.339506172839505,42.25308641975309
-0.338381,1.8,6.02454099014,5.8,0.876,68.625,7.86724285713,149.1366,179.0805,68.625,15.661035714275002,7.5,17.667743754000004,-0.338381,21.135,34.5
-0.338381,1.2444444444444445,6.90304497602,5.466666666666667,0.9072,96.64,19.08413333333333,504.4835555555556,445.6133333333333,96.64,23.86633333333333,10.186666666666667,24.808834666666662,-0.338381,18.57777777777777,41.28
-0.338381,3.75,5.99540535106,7.166666666666667,0.93625,100.5277777777778,12.84694444444444,480.4216666666667,466.59,100.5277777777778,19.34708333333333,12.638888888888893,29.740569444444446,-0.338381,21.33333333333333,41.02777777777778
-0.338381,0.0,7.23030518016,4.878048780487805,0.9497204045211184,78.88161808447353,15.66848219596526,346.5101725163593,344.08195121951223,78.88161808447353,22.48849520905366,10.469958358120168,25.155583914336702,-0.338381,28.86377156454492,44.97323022010709
-0.338381,3.2,6.51959146046,6.8,0.9408,102.24,14.165999999999997,516.432,485.16,102.24,20.91,12.960000000000004,30.782688,-0.338381,24.640000000000004,43.92
-0.338381,0.6933333333333334,6.82382422646,6.666666666666667,0.992,92.96,5.8536,795.456,717.6800000000001,92.96,13.983,14.737777777777778,37.53080604444445,-0.338381,12.32,40.64
-0.338381,2.4489795918367347,6.79372097201,7.142857142857143,0.9681632653061224,74.73469387755101,15.5321768707551,269.18571428571425,242.19,74.73469387755101,20.459523809528573,7.020408163265306,15.759733648979593,-0.338381,21.428571428571427,41.71428571428572
-0.338381,0.1171875,8.11558768782,4.5,0.966796875,90.2109375,14.103515625,817.340625,781.325,90.2109375,18.024218750000003,9.9375,23.344379250000003,-0.338381,27.9375,44.34375
-0.338381,1.8,7.05622361841,6.6,0.4857999999999999,41.71999999999999,6.125524999999999,168.91559999999998,175.454,41.71999999999999,13.480375,7.840000000000001,17.995991999999998,-0.338381,3.1,21.84
-0.338381,0.0,8.4088322583,4.571428571428571,1.0840816326530611,105.9591836734694,21.313469387755102,575.1183673469387,558.0285714285714,105.9591836734694,26.291428571428572,19.10204081632653,48.53484897959184,-0.338381,31.10204081632653,57.142857142857146
-0.338381,1.652892561983471,6.53470348495,6.0,0.7798347107438016,59.421487603305785,9.539146005500829,238.30314049586775,242.0381818181818,59.421487603305785,16.600043290036364,9.950413223140494,24.006485157024795,-0.338381,14.016528925619836,33.43801652892562
-0.338381,1.0370370370370372,5.4036989117,8.444444444444445,0.9437037037037036,95.85185185185186,9.356296296296296,1106.014814814815,884.3111111111111,95.85185185185186,16.12222222222222,23.703703703703702,59.48408296296296,-0.338381,23.259259259259256,49.92592592592593
-0.338381,0.0,8.63770404641,3.555555555555556,1.1350617283950617,106.96296296296296,9.964372427987035,320.5849382716049,401.3594444444444,106.96296296296296,18.719953703691665,4.5432098765432105,10.084643414938272,-0.338381,41.333333333333336,35.53086419753086
-0.338381,3.2,6.542523098,6.8,0.9288,102.24,10.2156,532.0319999999999,498.16,102.24,17.618000000000002,8.64,19.372608000000003,-0.338381,24.96,39.36
-0.338381,2.3703703703703702,5.1738673019,9.555555555555555,0.84,91.25925925925924,3.390370370370371,1086.8404938271606,844.6088888888889,91.25925925925924,11.64777777777778,22.51851851851852,56.18926814814815,-0.338381,14.22222222222222,39.11111111111112
-0.338381,1.8,6.79651923082,4.2,1.14,103.3,19.191833333348,160.6592,255.624,103.3,25.12708333333,7.2,15.619508,-0.338381,41.3,41.28
-0.338381,2.25,5.18684315768,6.25,0.9015625,95.0,7.8359375,641.09375,567.675,95.0,15.37375,7.8125,17.5916875,-0.338381,22.75,40.3125
-0.338381,1.652892561983471,4.44341340063,4.545454545454546,1.1413223140495867,102.39669421487604,9.40179063359504,216.16115702479337,292.5772727272727,102.39669421487604,19.446969696954547,3.884297520661157,9.16149014214876,-0.338381,41.90082644628099,45.70247933884298
-0.338381,0.0,9.07212115057,4.571428571428571,1.0481632653061224,89.38775510204083,26.676817298351025,239.24244897959184,264.13714285714286,89.38775510204083,30.47181972788572,15.142857142857142,37.71556228571428,-0.338381,32.53061224489796,58.48979591836735
-0.338381,2.4489795918367347,6.90914945867,6.0,0.9918367346938776,88.40816326530613,20.27462585034694,166.50285714285715,200.49,88.40816326530613,26.660238095242853,7.653061224489797,17.571522995918368,-0.338381,34.55102040816327,50.53061224489796
